,QaA,QbA,QcA,QdA,QeA,QfA,QgA,QhA,QiA,QjA,QkA,QlA,QmA,QnA,QoA,QpA,QqA,QrA,QsA,QtA,education,married,wr_01,wr_02,wr_03,wr_04,wr_05,wr_06,wr_07,wr_08,wr_09,wr_10,wr_11,wr_12,wr_13,QaE_new,QbE_new,QcE_new,QdE_new,QeE_new,QfE_new,QgE_new,QhE_new,QiE_new,QjE_new,QkE_new,QlE_new,QmE_new,QnE_new,QoE_new,QpE_new,QqE_new,QrE_new,QsE_new,QtE_new,wr_new,age_10s,age4,race_white,QtotalE,Mach_score,mach_per,Asian,Black,Other,White,tp_score
95,5,5,5,5,5,5,5,3,5,5,5,5,5,5,4,5,5,5,5,5,2,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,1,1,4.85,2,0,0,0,1,2.8
96,5,3,5,5,5,5,5,3,5,5,2,5,5,5,1,4,5,5,5,3,2,3,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,4.3,2,0,0,0,1,2.7
97,3,3,3,1,4,1,2,3,1,3,1,3,5,1,1,5,4,1,3,3,2,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,2,1,1,0,1,0,1,2,0,1,2,1,2,1,1,0,1,1,0,0,0,0,1,2.55,0,1,0,0,0,3.0
98,3,4,2,5,4,3,3,5,2,4,1,4,4,1,4,4,5,2,4,2,3,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,2,1,0,1,1,1,1,0,0,1,0,1,3.3,1,1,0,0,0,2.6
99,3,2,4,2,1,4,2,2,2,5,3,4,4,3,4,4,2,2,3,4,3,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,0,0,1,0,1,3.0,1,1,0,0,0,2.1
100,4,4,5,5,2,4,4,4,4,5,5,4,5,4,3,4,4,2,3,4,3,2,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,2,2,2,1,1,1,1,1,2,2,1,0,2,1,1,3.95,1,0,0,0,1,2.0
101,5,2,4,5,5,5,4,2,2,4,4,5,4,5,4,5,5,4,4,4,3,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,2,2,1,1,2,1,1,0,1,0,1,0,0,2,0,0,1,1,1,4.1,2,0,0,0,1,2.4
102,3,3,4,4,3,4,2,2,3,5,1,5,5,4,3,2,4,1,4,3,2,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,3.25,1,0,0,0,1,3.2
103,5,3,4,4,5,3,3,5,3,4,3,5,3,3,3,3,2,5,5,4,3,3,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,2,1,1,1,0,1,1,2,1,2,1,1,1,2,1,0,0,0,0,2,1,1,3.75,1,0,0,0,1,0.9
104,1,4,5,5,5,4,4,1,1,5,1,5,5,2,1,4,1,1,2,1,3,2,1,1,0,1,1,0,1,1,0,1,1,1,1,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,1,2,2,0,0,2,1,1,2.9,1,0,0,0,1,2.3
105,5,1,5,5,5,5,4,1,5,2,3,5,2,5,1,1,2,5,4,4,3,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,0,1,1,2,2,2,0,0,1,1,1,3.5,1,0,0,0,1,2.5
106,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,2,1,1,1,1,1,0,1,1,1,1,1,1,1,2,2,0,0,1,0,0,0,2,0,0,1,0,1,1,1,1,2,2,1,1,0,2,1,1,4.8,2,0,0,0,1,3.2
107,4,2,3,5,5,4,2,4,4,5,4,5,4,5,4,5,5,4,5,4,2,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,2,2,2,1,0,1,1,2,0,0,0,0,1,1,1,1,0,0,1,0,1,4.15,2,0,1,0,0,1.8
108,5,5,5,5,1,5,5,4,5,5,4,5,5,5,3,4,5,3,5,4,2,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,2,1,1,1,1,1,1,1,1,0,0,2,1,1,1,1,1,0,0,0,1,1,4.4,2,0,0,0,1,1.9
109,2,1,1,3,5,1,1,1,1,1,1,5,1,2,1,1,1,1,1,1,3,3,1,1,0,1,1,1,1,1,0,1,1,1,1,2,2,1,2,1,2,2,2,2,2,0,1,1,2,1,2,1,1,1,2,1,0,2,1,1,1.6,0,0,0,0,1,1.7
110,4,1,3,2,4,4,2,1,1,1,1,5,4,2,4,4,1,1,5,2,2,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,2,1,0,2,2,1,1,0,1,2,1,1,2,0,2,0,1,2,0,0,1,0,1,2.6,0,1,0,0,0,2.7
111,3,4,2,2,2,2,2,2,4,2,2,5,2,2,2,2,2,3,3,4,3,2,1,1,0,1,1,0,1,1,0,1,0,1,1,2,1,0,1,1,0,2,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,2.6,0,0,0,0,1,1.8
112,5,5,4,5,5,4,4,1,5,5,2,5,5,4,5,3,5,4,5,1,2,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,2,1,1,1,2,1,1,0,2,1,0,2,2,2,1,2,1,2,0,0,0,1,1,4.1,2,0,0,0,1,2.4
113,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,5.0,2,0,0,0,1,1.9
114,5,5,5,5,5,5,5,4,4,5,5,5,5,5,4,5,5,5,4,5,2,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,2,0,1,0,2,2,0,0,1,1,1,0,0,0,1,1,4.8,2,0,0,0,1,3.0
115,5,5,5,5,5,4,5,5,4,5,5,5,5,4,4,4,5,5,5,5,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1,0,2,1,2,0,1,1,1,2,1,1,2,1,1,1,0,0,1,0,0,0,1,1,4.75,2,0,0,0,1,3.5
116,5,4,5,5,4,1,3,3,2,4,1,5,4,1,3,2,5,3,2,3,4,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,2,0,1,0,1,1,1,3.25,1,0,0,0,1,3.8
117,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,2,1,1,0,1,1,0,1,1,0,1,1,1,1,2,2,2,1,1,1,0,1,2,1,0,0,2,0,2,0,1,2,2,1,0,0,2,1,1,1.45,0,0,0,0,1,2.7
118,5,1,5,5,5,5,5,3,5,5,5,4,5,5,4,2,2,4,5,5,4,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,2,1,1,4.25,2,0,0,0,1,2.5
119,4,2,2,5,4,1,1,2,1,4,1,1,1,1,1,1,4,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,0,2,2,0,1,0,2,0,1,1,0,1,1,1,1,1,0,1,0,2,1,1,1.95,0,0,0,0,1,3.9
120,4,1,4,5,4,4,5,1,2,4,1,5,4,4,4,2,4,4,2,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,2,1,1,0,1,0,1,1,0,1,1,2,1,1,0,2,1,1,3.4,1,0,0,0,1,3.4
121,4,1,2,3,3,4,4,2,2,4,1,5,2,2,3,1,3,2,1,2,3,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,2,2,1,2,1,0,1,2,1,1,1,1,1,2,2,0,0,1,0,1,2.55,0,1,0,0,0,2.5
122,4,4,4,5,5,4,2,1,1,4,1,5,5,4,1,4,4,4,3,3,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,2,2,2,2,1,1,2,1,2,2,2,2,2,1,2,1,1,2,2,2,0,0,0,0,1,3.4,1,1,0,0,0,3.3
123,4,2,2,4,2,4,5,1,4,4,1,4,2,3,3,4,4,2,4,3,4,2,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,0,1,0,1,1,1,1,1,0,1,1,1,3.1,1,0,0,0,1,2.6
124,5,4,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,4,3,2,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,1,1,4.7,2,0,0,0,1,3.1
125,3,3,5,5,2,4,1,2,2,4,1,4,4,2,5,3,3,3,5,4,2,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,2,1,1,1,2,1,2,2,2,1,2,2,2,0,2,2,1,2,1,0,0,1,0,1,3.25,1,1,0,0,0,2.0
126,3,2,4,5,4,3,5,4,3,5,2,5,3,5,3,1,3,3,4,4,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,2,1,0,2,1,1,0,1,0,1,0,2,1,1,2,2,1,2,2,0,0,0,1,1,3.55,1,0,0,0,1,1.6
127,5,2,5,5,3,5,5,4,5,4,5,5,4,5,4,5,5,5,3,4,2,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,2,0,0,0,0,1,0,1,1,0,1,1,1,2,0,0,1,2,0,0,0,1,1,4.4,2,0,0,0,1,3.1
128,5,4,4,5,5,5,5,2,4,1,2,5,5,5,4,5,5,3,4,5,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,4.15,2,0,0,0,1,4.2
129,5,5,5,5,5,1,1,5,5,5,1,1,5,1,1,5,4,1,1,5,2,3,0,1,0,0,0,0,1,1,0,1,0,1,1,2,1,2,1,2,2,2,1,2,1,1,2,2,1,2,1,1,2,0,1,0,0,2,0,1,3.35,1,1,0,0,0,0.8
130,5,2,4,4,5,1,5,4,1,4,1,5,1,3,1,1,5,1,1,1,2,2,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,0,1,2,1,2,0,0,0,2,1,1,2.75,1,0,0,0,1,2.9
131,1,1,5,2,3,1,2,2,1,5,1,1,5,2,2,4,1,1,4,2,4,2,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,2.3,0,1,0,0,0,1.2
132,1,3,1,2,4,4,1,1,1,4,1,4,2,4,1,2,1,2,1,1,4,2,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,2,1,2,1,1,0,2,2,2,0,0,2,1,1,2.05,0,0,0,0,1,2.0
133,5,5,5,5,5,5,5,3,1,5,4,5,2,4,2,5,5,5,5,5,3,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,2,1,1,0,0,1,2,0,0,0,0,0,1,4.3,2,1,0,0,0,2.7
134,3,4,4,3,3,1,1,2,1,3,1,5,3,2,1,2,3,2,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0,2,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0,1,2.3,0,1,0,0,0,3.7
135,1,4,1,2,4,4,2,1,2,3,1,3,2,2,2,2,2,2,3,3,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,2,1,0,1,1,1,1,1,0,0,2,1,0,0,2,2,0,0,0,0,1,2.3,0,0,0,1,0,1.4
136,5,1,3,4,4,4,4,1,5,1,1,5,2,2,3,1,3,3,5,2,4,2,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,2,1,1,2,0,0,1,1,1,1,1,2,1,2,1,1,2,0,0,1,1,1,2.95,1,0,0,0,1,1.1
137,4,4,5,5,5,4,5,5,3,2,2,5,2,5,3,4,4,4,3,4,2,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,1,1,0,2,0,0,0,0,1,3.9,1,0,0,1,0,3.2
138,4,1,1,1,1,1,1,1,4,1,1,5,1,2,1,1,1,1,1,1,3,2,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1.55,0,0,0,0,1,1.4
139,4,3,3,4,4,4,2,3,4,4,3,5,4,3,3,4,3,4,4,4,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,2,1,1,1,1,1,0,0,0,0,0,1,1,3.6,1,0,0,0,1,2.2
140,4,1,5,5,5,5,4,1,5,1,2,5,5,4,2,3,3,2,4,1,2,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,2,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,3.35,1,0,0,1,0,2.6
141,5,3,3,5,5,4,5,4,5,4,2,5,4,4,5,5,4,5,5,5,2,1,1,1,0,1,1,0,1,1,0,1,0,1,1,2,2,0,1,2,1,0,0,2,2,2,1,1,0,1,2,2,1,2,0,0,0,0,0,1,4.35,2,1,0,0,0,0.9
142,5,4,4,5,5,2,2,4,1,4,1,5,3,2,1,1,2,3,1,4,4,2,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,1,1,1,1,1,0,0,1,1,1,2.95,1,0,0,0,1,1.4
143,4,1,1,5,2,5,1,1,1,1,2,5,4,4,1,2,1,4,3,1,3,1,1,1,0,1,1,0,1,1,0,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,0,1,1,1,1,0,0,1,1,1,2.45,0,0,0,0,1,2.1
144,4,2,5,5,5,5,2,2,4,5,3,4,4,4,4,4,4,2,3,3,2,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,3.7,1,0,0,0,1,3.3
145,5,3,4,5,5,5,5,1,1,3,4,5,5,5,2,5,4,5,4,1,2,2,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,3.85,1,0,0,0,1,2.4
146,3,2,5,3,5,5,5,1,4,5,2,5,4,5,5,4,3,5,5,5,4,2,0,1,0,0,1,0,1,1,0,1,0,1,1,1,2,1,2,2,1,2,2,1,2,1,2,2,2,1,2,2,1,2,1,0,0,1,0,1,4.05,2,1,0,0,0,2.0
147,4,2,5,4,3,2,3,4,4,3,4,4,3,1,4,4,3,2,4,4,3,2,0,1,0,1,1,0,1,1,0,1,0,1,1,1,2,1,1,2,1,0,1,2,2,1,1,1,1,2,1,1,2,1,1,0,0,1,1,1,3.35,1,0,0,0,1,2.0
148,5,3,2,5,5,3,1,4,4,5,2,5,4,3,5,5,3,3,4,3,2,1,1,1,0,1,1,0,1,1,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,2,1,0,0,1,1,1,3.7,1,0,0,0,1,1.6
149,5,5,5,5,5,1,5,1,1,5,2,5,5,4,1,5,4,2,5,5,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,1,2,1,1,2,1,2,2,1,1,1,1,1,2,1,2,2,0,0,1,0,1,3.8,1,1,0,0,0,2.5
150,5,2,5,5,5,5,5,3,4,5,3,5,4,5,1,2,5,3,4,3,3,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,3.95,1,0,0,0,1,1.7
151,4,4,5,5,5,5,5,1,4,2,4,5,5,5,4,4,4,4,1,4,3,3,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,2,1,1,1,1,1,0,2,1,1,4.0,2,0,0,0,1,3.1
152,4,4,3,5,2,5,2,4,5,3,3,2,2,5,4,5,4,3,5,3,2,1,1,1,0,1,1,0,1,1,0,1,0,1,1,2,2,1,2,1,2,1,2,2,1,1,0,2,1,2,1,2,1,1,1,0,0,0,1,1,3.65,1,0,0,0,1,1.1
153,4,4,5,4,4,5,4,4,4,5,2,4,5,4,5,4,4,4,5,5,3,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,4.25,2,0,0,1,0,3.7
154,5,1,5,4,2,1,4,4,4,5,1,3,5,5,4,4,4,1,2,5,4,3,1,0,0,1,1,0,1,1,0,1,0,1,1,1,2,1,2,2,2,1,1,2,1,1,2,1,1,2,1,1,1,1,1,0,0,1,0,1,3.45,1,1,0,0,0,1.2
155,5,5,4,5,5,4,1,5,4,5,1,5,4,4,4,5,5,1,5,4,3,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,2,2,1,1,1,2,2,1,1,1,2,2,1,0,0,1,0,1,4.05,2,0,0,1,0,2.1
156,2,1,5,4,5,5,3,5,5,3,4,3,5,2,5,4,2,4,5,5,2,1,0,1,0,1,1,0,1,1,0,1,0,1,1,2,0,1,0,1,1,1,0,0,1,0,0,0,0,2,0,1,1,0,1,0,0,0,0,1,3.85,1,1,0,0,0,2.8
157,4,4,5,4,5,3,5,5,4,4,1,3,4,2,3,2,4,3,3,4,2,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,2,1,0,1,0,1,1,2,1,0,1,0,0,0,0,1,1,1,3.6,1,0,0,0,1,2.9
158,4,4,5,5,5,5,5,5,4,5,4,5,4,5,5,5,5,5,5,5,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,2,2,0,2,0,0,1,0,2,0,0,0,0,0,1,1,4.75,2,0,0,0,1,4.4
159,5,4,5,5,5,5,3,1,4,5,1,5,5,5,4,5,5,5,5,5,2,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,2,1,0,1,2,1,1,2,2,1,1,1,1,1,0,0,1,1,1,4.35,2,0,0,0,1,2.2
160,5,4,5,5,5,2,5,1,2,5,1,5,4,1,1,5,5,3,3,4,2,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,2,1,2,2,1,0,0,0,1,1,3.55,1,0,0,0,1,2.7
161,4,4,5,5,5,5,4,3,4,4,2,5,4,2,5,2,2,5,4,5,3,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,3.95,1,0,0,0,1,3.4
162,5,5,4,5,5,5,5,1,4,4,5,5,5,5,4,4,3,4,4,4,3,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,2,2,1,1,1,1,0,1,1,1,4.3,2,0,0,0,1,3.6
163,3,4,4,5,1,5,2,1,1,3,1,5,5,5,1,2,1,1,3,1,2,1,0,1,0,1,1,0,1,1,0,1,1,1,1,2,1,1,1,1,1,2,1,1,2,0,2,1,2,1,1,1,1,1,1,0,0,2,1,1,2.7,0,0,0,0,1,2.4
164,4,5,4,5,5,5,1,1,5,4,5,5,5,5,5,5,1,1,5,5,2,1,0,0,1,0,0,1,0,0,1,0,1,0,0,2,1,1,0,1,1,1,2,0,1,0,1,0,0,0,1,1,2,0,0,1,0,0,1,1,4.05,2,0,0,0,1,1.9
165,4,1,4,3,3,3,5,2,2,2,1,3,5,4,5,2,2,2,2,5,3,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,2,2,1,2,2,2,2,2,2,2,2,1,2,0,2,2,2,2,0,0,1,0,1,3.0,1,0,0,1,0,2.4
166,4,4,2,4,4,5,2,2,4,4,4,4,4,4,5,4,2,2,4,4,4,2,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,2,2,1,1,1,2,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,3.6,1,1,0,0,0,2.3
167,3,4,4,3,4,3,2,4,4,4,4,3,3,2,2,4,4,2,3,2,2,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.2,1,0,0,1,0,3.7
168,5,2,5,5,5,5,5,5,5,5,4,5,4,5,4,4,4,3,5,4,3,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,2,1,2,1,1,2,1,0,2,2,2,2,2,1,2,2,1,2,0,0,1,1,1,4.45,2,0,0,0,1,3.4
169,3,4,3,4,3,4,3,4,2,4,3,1,3,3,3,3,3,2,3,2,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,2,1,1,0,2,0,0,1,1,1,2,1,2,1,0,0,1,0,0,0,0,0,1,3.0,1,1,0,0,0,2.6
170,4,5,5,5,4,5,5,5,5,4,1,5,5,5,5,4,5,4,5,5,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,4.55,2,1,0,0,0,2.6
171,4,1,1,3,3,1,4,1,1,1,1,5,1,1,1,1,1,2,1,1,3,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,2,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1.75,0,0,0,0,1,3.1
172,5,4,2,4,1,2,2,4,4,4,2,5,2,4,4,2,4,4,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,2,2,1,0,1,1,0,1,1,1,1,2,2,1,2,1,1,1,0,0,1,1,1,3.05,1,0,0,0,1,0.8
173,4,5,4,4,2,4,2,3,3,3,1,4,4,3,5,4,2,1,4,5,2,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,3.35,1,0,0,0,1,1.4
174,4,2,3,4,3,2,2,3,1,4,1,2,4,2,3,5,2,2,4,2,2,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,2,1,1,2,1,0,2,1,2,1,0,0,0,1,1,2.75,1,0,0,0,1,2.6
175,4,2,4,4,3,5,4,1,5,4,3,4,2,5,2,2,4,5,3,5,2,1,1,1,0,1,1,0,1,1,0,1,0,1,1,2,1,2,2,1,1,1,0,2,1,2,1,2,2,1,1,2,1,2,1,0,0,0,1,1,3.55,1,0,0,0,1,2.8
176,5,5,4,5,4,5,5,5,2,5,1,2,5,5,5,4,5,4,1,5,2,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,2,1,2,2,1,1,1,2,2,1,2,1,1,1,2,2,2,1,1,0,0,0,1,1,4.1,2,0,0,0,1,4.4
177,4,2,4,4,4,3,4,4,4,2,2,4,2,2,2,2,3,3,2,4,2,1,1,1,0,0,1,0,1,1,0,1,0,1,1,2,2,2,2,2,1,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,1,1,3.05,1,0,0,0,1,1.7
178,4,2,2,5,2,2,2,1,1,4,1,1,2,2,2,4,4,4,1,2,4,2,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,2,1,0,2,1,2,2,1,1,1,2,1,1,0,1,2,1,2,1,0,3,1,1,2.4,0,0,0,0,1,0.9
179,2,2,1,2,3,2,2,1,4,3,1,2,5,3,2,1,4,2,2,2,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,2,1,1,1,1,1,1,1,0,0,0,1,1,2.3,0,0,0,0,1,0.7
180,3,1,3,4,5,4,3,3,2,5,2,1,3,3,4,4,2,3,3,5,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,2,1,1,2,1,1,2,1,1,0,0,1,1,1,1,0,0,0,0,1,3.15,1,1,0,0,0,1.5
181,5,5,5,5,1,5,3,1,1,4,1,5,5,2,3,2,2,1,2,1,2,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,2,2,1,1,1,1,1,2,1,2,1,1,1,1,0,1,1,1,2.95,1,0,0,0,1,3.5
182,1,1,1,4,1,2,5,1,1,4,1,3,2,1,3,1,1,4,3,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,1,2,0,0,0,1,1,2.05,0,0,0,0,1,1.1
183,4,2,5,3,4,3,2,4,2,4,2,4,4,3,2,4,3,3,4,2,3,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,0,0,2,1,0,1,0,0,1,1,1,3.2,1,0,0,0,1,2.9
184,1,3,2,3,4,3,2,1,4,1,1,4,4,1,1,2,1,2,3,2,3,3,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,2,0,1,2,0,0,0,0,2,1,1,0,0,2,1,1,2.25,0,0,0,0,1,1.2
185,2,1,4,4,2,4,5,1,2,2,2,4,2,4,4,2,2,4,4,2,4,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,2.85,1,0,0,1,0,3.2
186,4,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,2,5,5,3,1,1,0,0,1,1,0,0,1,0,1,0,1,1,2,1,1,1,0,1,0,1,1,0,2,1,1,1,0,0,2,1,2,1,0,0,1,0,1,4.7,2,0,0,1,0,3.1
187,4,4,5,4,3,4,4,1,2,4,3,5,3,1,3,4,4,3,3,4,2,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,2,1,1,0,1,1,1,0,0,0,1,1,3.4,1,0,0,0,1,1.9
188,5,5,5,4,4,5,2,3,4,3,2,5,4,5,5,1,4,3,5,5,2,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,2,1,0,2,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,3.95,1,0,0,0,1,2.7
189,5,5,5,5,5,1,5,5,3,3,1,5,5,1,5,5,3,1,5,3,3,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,2,1,1,2,0,0,1,0,1,3.8,1,1,0,0,0,3.1
190,3,1,5,3,3,2,4,4,2,4,1,5,3,2,3,5,5,1,3,4,2,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,3.15,1,0,0,1,0,2.9
191,4,3,5,5,2,5,4,1,5,5,4,5,4,4,4,5,2,5,4,4,2,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,4.0,2,0,0,0,1,2.2
